Apyg. Nr.;Apygardos pavadinimas;Apyl. Nr.;Apylinkės pavadinimas;Apylinkės Adresas;Kiekis
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;4
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;38
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;2
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;5
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;1
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;9
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;8
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;15
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;1
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;217
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;38
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;11
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;17
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;2
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;0
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;173
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;11
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;7
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;2
53;Nalšios;29;Vidutinės;Adresas: Klubo g. 4, Vidutinės k., Švenčionių r.;24
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;8
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;32
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;8
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;5
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;7
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;27
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;7
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;17
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;8
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;5
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;9
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;40
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;5
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;43
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;66
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;4
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;15
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;13
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;16
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;198
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;37
53;Nalšios;9;Zadvarninkų;Adresas:  Lauko g. 13 Švenčionių sen. Zadvarninkų k.;3
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;10
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;66
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;316
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;19
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;1
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;6
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;1
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;6
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;1
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;3
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;3
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;11
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;3
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;9
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;6
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;23
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;57
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;72
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;6
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;5
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;3
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;9
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;1
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;8
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;9
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;1
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;2
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;3
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;5
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;3
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;1
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;58
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;1
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;26
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;6
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;14
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;21
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;2
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;2
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;6
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;2
54;Molėtų-Širvintų;1;Alantos;Adresas: A. Kraujelio g. 3, Alantos mstl., Molėtų r.;15
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;1
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;4
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;1
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;20
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;3
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;6
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;8
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;3
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;14
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;5
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;3
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;12
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;131
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;6
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;14
54;Molėtų-Širvintų;16;Alekniškio;Adresas: Slyvų g. 5, Šiaulių k., Širvintų r.;4
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;3
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;215
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;5
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;9
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;1
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;1
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;3
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;24
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;12
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;1
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;13
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;3
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;1
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;19
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;7
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;12
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;26
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;2
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;2
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;36
54;Molėtų-Širvintų;4;Alionių;Adresas: Miško g. 8, Alionių I k., Širvintų r.;1
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;179
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;7
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;50
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;1
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;24
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;25
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;10
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;1
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;5
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;3
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;7
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;15
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;4
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;20
54;Molėtų-Širvintų;20;Anciūnų;Adresas: Didžioji g. 46, Anciūnų k., Širvintų r.;4
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;93
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;127
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;7
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;1
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;5
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;28
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;3
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;8
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;1
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;1
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;6
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;5
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;26
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;28
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;18
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;23
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;3
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;1
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;10
54;Molėtų-Širvintų;7;Bagaslaviškio;Adresas: Klevų g. 5, Bagaslaviškio mstl.,  Širvintų r.;7
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;1
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;3
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;3
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;305
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;8
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;1
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;26
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;5
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;3
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;1
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;7
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;1
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;1
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;2
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;1
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;2
54;Molėtų-Širvintų;3;Balninkų;Adresas: Alaušo g. 21, Balninkų mstl., Molėtų r.;3
54;Molėtų-Širvintų;10;Bartkuškio;Adresas: Aušros g. 25, Bartkuškio k., Širvintų r.;274
54;Molėtų-Širvintų;10;Bartkuškio;Adresas: Aušros g. 25, Bartkuškio k., Širvintų r.;9
54;Molėtų-Širvintų;10;Bartkuškio;Adresas: Aušros g. 25, Bartkuškio k., Širvintų r.;3
54;Molėtų-Širvintų;10;Bartkuškio;Adresas: Aušros g. 25, Bartkuškio k., Širvintų r.;4
54;Molėtų-Širvintų;10;Bartkuškio;Adresas: Aušros g. 25, Bartkuškio k., Širvintų r.;16
54;Molėtų-Širvintų;10;Bartkuškio;Adresas: Aušros g. 25, Bartkuškio k., Širvintų r.;3
54;Molėtų-Širvintų;10;Bartkuškio;Adresas: Aušros g. 25, Bartkuškio k., Širvintų r.;13
54;Molėtų-Širvintų;10;Bartkuškio;Adresas: Aušros g. 25, Bartkuškio k., Širvintų r.;67
54;Molėtų-Širvintų;10;Bartkuškio;Adresas: Aušros g. 25, Bartkuškio k., Širvintų r.;8
54;Molėtų-Širvintų;10;Bartkuškio;Adresas: Aušros g. 25, Bartkuškio k., Širvintų r.;1
54;Molėtų-Širvintų;10;Bartkuškio;Adresas: Aušros g. 25, Bartkuškio k., Širvintų r.;32
54;Molėtų-Širvintų;10;Bartkuškio;Adresas: Aušros g. 25, Bartkuškio k., Širvintų r.;13
54;Molėtų-Širvintų;10;Bartkuškio;Adresas: Aušros g. 25, Bartkuškio k., Širvintų r.;7
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;4
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;3
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;215
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;3
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;5
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;6
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;7
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;12
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;4
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;2
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;6
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;4
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;9
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;4
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;6
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;11
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;2
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;42
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;3
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;3
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;9
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;1
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;24
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;17
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;1
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;1
54;Molėtų-Širvintų;4;Bekupės;Adresas: Pušyno g. 11, Bekupės k., Molėtų r.;8
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;2
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;167
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;4
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;5
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;7
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;2
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;1
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;1
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;16
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;5
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;26
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;2
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;1
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;12
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;1
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;1
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;2
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;5
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;1
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;10
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;27
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;3
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;2
54;Molėtų-Širvintų;5;Bijutiškio;Adresas: Liepų g. 11, Bijutiškio k., Molėtų r.;20
54;Molėtų-Širvintų;5;Čiobiškio;Adresas: Neries g. 6, Čiobiškio k., Širvintų r.;19
54;Molėtų-Širvintų;5;Čiobiškio;Adresas: Neries g. 6, Čiobiškio k., Širvintų r.;6
54;Molėtų-Širvintų;5;Čiobiškio;Adresas: Neries g. 6, Čiobiškio k., Širvintų r.;4
54;Molėtų-Širvintų;5;Čiobiškio;Adresas: Neries g. 6, Čiobiškio k., Širvintų r.;53
54;Molėtų-Širvintų;5;Čiobiškio;Adresas: Neries g. 6, Čiobiškio k., Širvintų r.;0
54;Molėtų-Širvintų;5;Čiobiškio;Adresas: Neries g. 6, Čiobiškio k., Širvintų r.;200
54;Molėtų-Širvintų;5;Čiobiškio;Adresas: Neries g. 6, Čiobiškio k., Širvintų r.;4
54;Molėtų-Širvintų;5;Čiobiškio;Adresas: Neries g. 6, Čiobiškio k., Širvintų r.;21
54;Molėtų-Širvintų;5;Čiobiškio;Adresas: Neries g. 6, Čiobiškio k., Širvintų r.;56
54;Molėtų-Širvintų;5;Čiobiškio;Adresas: Neries g. 6, Čiobiškio k., Širvintų r.;2
54;Molėtų-Širvintų;5;Čiobiškio;Adresas: Neries g. 6, Čiobiškio k., Širvintų r.;4
54;Molėtų-Širvintų;5;Čiobiškio;Adresas: Neries g. 6, Čiobiškio k., Širvintų r.;11
